,sentimen,tweet,tweet_length,clean_tweet,polarity_score,polarity,clean_tweet_sentence
1444,negatif,#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya   @sukangetweet @bocahsosmed @saaebunglon,34,"['informasi', 'pas', 'bilang', 'debat', 'adan', 'ekonomi', 'indonesia', 'sat', 'salah', 'jokowi', 'salah', 'pimpin', 'mar', 'salah', 'jokowi', 'iya', 'sukangetwet', 'bocahsosmed', 'saebunglon']",-16,negatif,informasi pas bilang debat adan ekonomi indonesia sat salah jokowi salah pimpin mar salah jokowi iya sukangetwet bocahsosmed saebunglon
1445,positif,"Pulang dr lihat penampilan bp @prabowo dan @sandiuno ,aduh senang banget, ndak ambil gaji gitu.. MasyaAlloh...",16,"['pulang', 'lihat', 'tampil', 'bp', 'prabowo', 'sandiuno', 'aduh', 'senang', 'sekali', 'ambil', 'gaji', 'begitu', 'masyaloh']",-18,negatif,pulang lihat tampil bp prabowo sandiuno aduh senang sekali ambil gaji begitu masyaloh
1446,netral,Empat Kritik Prabowo soal Ekonomi Terhadap Jokowi di Debat Kelima  https://pilpres.tempo.co/read/1195553/empat-kritik-prabowo-soal-ekonomi-terhadap-jokowi-di-debat-kelima?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,12,"['kritik', 'prabowo', 'ekonomi', 'jokowi', 'debat', '']",-4,negatif,kritik prabowo ekonomi jokowi debat 
1447,positif,"betul bu, jadi salahin ibu2 yg pd males ngurus anak ya... bukan karena gak mampu secara ekonomi. berarti salah persepsi nih anies dan pak prabowo.",25,"['bu', 'salah', 'malas', 'urus', 'anak', 'iya', 'ekonomi', 'salah', 'persepsi', 'anies', 'prabowo']",-30,negatif,bu salah malas urus anak iya ekonomi salah persepsi anies prabowo
1448,positif,Closing Yang Cetar Membahana.ðŸ˜  Mau cari kerja gampang? Mau Pemerintahan bersih? Mau Harga-harga bahan pokok terjangkau? Mau Harga listrik turun? Mau BPJS diperbaiki? AYOK ke TPS = Tusuk Prabowo Sandi ðŸ‡²ðŸ‡¨ðŸ‘†ðŸ‘‡ #TusukPrabowoSandi @prabowo @sandiuno pic.twitter.com/44GjBatwVd,36,"['closing', 'cetar', 'bahana', 'mata', 'cinta', 'cari', 'kerja', 'gampang', 'perintah', 'bersih', 'hargaharga', 'bahan', 'pokok', 'jangkau', 'harga', 'listrik', 'turun', 'bpjs', 'baik', 'ayo', 'tps', 'tusuk', 'prabowo', 'sandi', '', 'titik', 'titik', 'prabowo', 'sandiuno']",-26,negatif,closing cetar bahana mata cinta cari kerja gampang perintah bersih hargaharga bahan pokok jangkau harga listrik turun bpjs baik ayo tps tusuk prabowo sandi  titik titik prabowo sandiuno
1449,netral,Prabowo sandi pasangan militer dan ekonomi sesuai kebutuhan bangsa utk saat ini dan kedepannya  https://twitter.com/IndosiarID/status/1117003494597091330Â â€¦,16,"['prabowo', 'sandi', 'pasang', 'militer', 'ekonomi', 'sesuai', 'butuh', 'bangsa', 'sat', 'depa', '']",4,positif,prabowo sandi pasang militer ekonomi sesuai butuh bangsa sat depa 
1450,positif,"Info Nih Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY",30,"['informasi', 'mantap', 'pilih', 'jokowi', 'paslon', 'bahas', 'ekonomi', 'makro', 'global', 'paslon', 'anak', 'bayi', 'erti', 'sukangetwet', 'bocahsosmed', 'saebunglon']",-8,negatif,informasi mantap pilih jokowi paslon bahas ekonomi makro global paslon anak bayi erti sukangetwet bocahsosmed saebunglon
1451,positif,"Mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game Maksud p prbwo jg bgs ingin mngembngkn e sport, tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers, yg menikmati game kan hnya sglntir tp pangan utk smua rakyat",47,"['maksud', 'p', 'jkw', 'bagus', 'kembang', 'ekonomi', 'digital', 'game', 'maksud', 'p', 'prbwo', 'bagus', 'mngembngkn', 'e', 'sport', 'fokus', 'p', 'prbowo', 'prbaiki', 'mndasar', 'seperti', 'pangan', 'rakyat', 'gamers', 'nikmat', 'game', 'sglntir', 'pangan', 'semua', 'rakyat']",1,positif,maksud p jkw bagus kembang ekonomi digital game maksud p prbwo bagus mngembngkn e sport fokus p prbowo prbaiki mndasar seperti pangan rakyat gamers nikmat game sglntir pangan semua rakyat
1452,positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan pak @jokowi lagi ya krn bosmu udah bilang itu bukan salah @jokowi tapi #PrabowoSalahkanSBY . https://bit.ly/2UyAoiRÂ ,38,"['capres', 'bilang', 'debat', 'adan', 'ekonomi', 'indonesia', 'sat', 'salah', 'jokowi', 'salah', 'pimpin', 'mar', 'salah', 'jokowi', 'iya', 'bos', 'bilang', 'salah', 'jokowi']",-20,negatif,capres bilang debat adan ekonomi indonesia sat salah jokowi salah pimpin mar salah jokowi iya bos bilang salah jokowi
1453,negatif,"mau ngapain juga gaji yg cuma beberapa juta itu, tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan?",19,"['sedang apa', 'gaji', 'juta', 'tunjang', 'jabat', 'atus', 'juta', 'ambil', 'yakan']",-2,negatif,sedang apa gaji juta tunjang jabat atus juta ambil yakan
1454,netral,Prabowo-Sandi Janji Tak Ambil Gaji Jika Terpilih  https://www.bbcaceh.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji.htmlÂ â€¦,9,"['ambil', 'gaji', 'pilih', '']",-14,negatif,ambil gaji pilih 
1455,positif,"Clossing Statement Prabowo-Sandi, Subhanallah... ~ Tidak akan ambil gaji serupiah-pun ~ Gaji akan diberikan kpd kaum dhuafa yatim piatu, Subhanallah  ~ Melaksanakan Pakta Integritas hasil itjima ulama, Masya Allah   Allahu Akbar ðŸ™ðŸ½âœŠðŸ‘†ðŸ» #BeraniPilih02 pic.twitter.com/YTghYRkIao",37,"['closing', 'statement', 'prabowosandi', 'subhana', 'ambil', 'gaji', 'rupiah', 'gaji', 'kaum', 'dhuafa', 'yatim', 'piatu', 'subhana', 'laksana', 'pakta', 'integritas', 'hasil', 'itjima', 'ulama', 'masya', 'alah', 'alahu', 'akbar', 'doa', 'bangun', '', 'kuat', 'titik', 'bangun', '']",-20,negatif,closing statement prabowosandi subhana ambil gaji rupiah gaji kaum dhuafa yatim piatu subhana laksana pakta integritas hasil itjima ulama masya alah alahu akbar doa bangun  kuat titik bangun 
1456,positif,"Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ",27,"['yes', 'pilih', 'capres', 'cawapres', 'ambil', 'gaji', 'rupiah', 'sasar', 'april', 'tps', 'ayo', 'tusuk', 'prabowo', 'sandi', 'pound']",-8,negatif,yes pilih capres cawapres ambil gaji rupiah sasar april tps ayo tusuk prabowo sandi pound
1457,positif,"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm",8,"['iya', 'ambil', 'gajiyg', 'ambil', 'ajudan', 'nya', 'wkwkm']",-12,negatif,iya ambil gajiyg ambil ajudan nya wkwkm
1458,netral,"Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦",10,"['ekonomi', 'salah', 'arah', 'prabowo', 'salah', 'presidenpresiden', 'jokowi', '']",-23,negatif,ekonomi salah arah prabowo salah presidenpresiden jokowi 
1459,positif,"Alhamdulillah,smoga terlaksana cita2 #prabowosandi.Aamiin  ""Janji Tak Ambil Gaji Jika Menang Pilpres,Prabowo:Bukti Kita Tulus"" #PrabowoSandiMenangDebat #HoaxJkwMenangTotalDebat pic.twitter.com/H4nHVGgVtD",17,"['alhamdulilahsmoga', 'laksana', 'cita', 'amin', 'janji', 'ambil', 'gaji', 'menang', 'pilpresprabowobukti', 'tulus']",-11,negatif,alhamdulilahsmoga laksana cita amin janji ambil gaji menang pilpresprabowobukti tulus
1460,positif,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji. . Gak ada yg kek beginian di tetangga sebelah. Mantul Bang...  http://detik.id/64sS5rÂ ",20,"['pilih', 'prabowosandiaga', 'janji', 'ambil', 'gaji', 'tetanga', 'belah', 'mantul', 'bang']",-24,negatif,pilih prabowosandiaga janji ambil gaji tetanga belah mantul bang
1461,positif,"Setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. NKRI harga mati Merdeka ðŸ’ªðŸ‡®ðŸ‡©",19,"['tuju', 'jokowi', 'nomer', 'satu', 'bangsa', 'urus', 'presiden', 'nomer', 'nkri', 'harga', 'mati', 'merdeka', 'bisep', 'bendera']",-7,negatif,tuju jokowi nomer satu bangsa urus presiden nomer nkri harga mati merdeka bisep bendera
1462,positif,"setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya",18,"['tuju', 'bang', 'sandi', 'paham', 'ekonomi', 'prabowo', 'paham', 'tahan', 'aman', 'pas', 'pokok']",-5,negatif,tuju bang sandi paham ekonomi prabowo paham tahan aman pas pokok
1463,netral,"Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan.",20,"['jokowi', 'malam', 'esport', 'arah', 'kembang', 'investasi', 'ekonomi', 'digital', 'butuh', 'pangan']",-13,negatif,jokowi malam esport arah kembang investasi ekonomi digital butuh pangan
1464,netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?",30,"['jokowi', 'pilih', 'alangkah', 'baik', 'menajdikan', 'paslon', 'menteri', 'ekonomi', 'indonesia', 'maju', 'tos', 'deh', 'cocok', 'presiden']",-2,negatif,jokowi pilih alangkah baik menajdikan paslon menteri ekonomi indonesia maju tos deh cocok presiden
1465,negatif,Nggak terima gaji tapi ngeruk yg lainðŸ˜Š,7,"['tidak', 'terima', 'gaji', 'ngeruk', 'senyum']",-1,negatif,tidak terima gaji ngeruk senyum
1466,negatif,"Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara.",43,"['hebat', 'wowo', 'tim', 'ekonomi', 'pikir', 'mundur', 'belakang', 'p', 'jokowi', 'tim', 'ekonomi', 'pikir', 'kedpn', 'depan', 'generasi', 'tim', 'ekonom', 'wowo', 'pikir', 'senang', 'rakyat', 'subsidi', 'sifat']",-42,negatif,hebat wowo tim ekonomi pikir mundur belakang p jokowi tim ekonomi pikir kedpn depan generasi tim ekonom wowo pikir senang rakyat subsidi sifat
1467,positif,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,16,"['isu', 'sedang', 'bahas', 'sat', 'jahat kelamin', 'jokowi', 'tumbuh', 'ekonomi', 'timpang', 'perhati']",-6,negatif,isu sedang bahas sat jahat kelamin jokowi tumbuh ekonomi timpang perhati
1468,negatif,"Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?",27,"['sumber', 'uang', 'milyar', 'banding', 'wowo', 'genderuwo', 'trilyun', 'mana', 'prajurit', 'makan', 'gaji', 'negara', 'ngumpulin', 'duit', 'segitu']",-18,negatif,sumber uang milyar banding wowo genderuwo trilyun mana prajurit makan gaji negara ngumpulin duit segitu
1469,netral,"Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik.",11,"['pajak', 'income', 'pajak', 'kendaran', 'pb', 'pajak', 'usaha']",-25,negatif,pajak income pajak kendaran pb pajak usaha
1470,negatif,"Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",23,"['insinyur', 'hutan', 'ngajari', 'usaha', 'doktor', 'mbak', 'ekonomi', 'makro', 'waras', 'siapa', 'tangal', 'datang', 'tps', 'tusuk', 'prabowo', 'sandi']",-24,negatif,insinyur hutan ngajari usaha doktor mbak ekonomi makro waras siapa tangal datang tps tusuk prabowo sandi
1471,positif,"Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ ",36,"['capres', 'cawapres', 'janji', 'terima', 'gaji', 'jabat', 'hd', 'presiden', 'dengar', 'cek', 'akal', 'sehat', 'prabowosandi', 'gaji', 'gaji', 'presiden']",2,positif,capres cawapres janji terima gaji jabat hd presiden dengar cek akal sehat prabowosandi gaji gaji presiden
1472,negatif,"Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",27,"['insinyur', 'hutan', 'tidak', 'sih', 'ngajari', 'usaha', 'doktor', 'mbak', 'ekonomi', 'makro', 'waras', 'siapa', 'tangal', 'datang', 'tps', 'tusuk', 'prabowo', 'sandi']",-29,negatif,insinyur hutan tidak sih ngajari usaha doktor mbak ekonomi makro waras siapa tangal datang tps tusuk prabowo sandi
1473,negatif,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ˜ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk,12,"['pilih', 'pimpin', 'abdi', 'jokowi', 'ngemis', 'gaji', 'keju']",-4,negatif,pilih pimpin abdi jokowi ngemis gaji keju
1474,negatif,"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?",13,"['pesawat', 'sewa', 'hotel', 'ekonomi', 'indonesia', 'darurat']",-11,negatif,pesawat sewa hotel ekonomi indonesia darurat
1475,positif,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres,39,"['menang', 'sayang', 'menang', 'sehinga', 'orang', 'sehinga', 'sat', 'anak', 'bangsa', 'pecah', 'benci', 'luka', 'sulit', 'sembuh', 'aremania', 'vs', 'bocah nekat', 'harga', 'orang', 'maju', 'calon', 'cawapres']",-23,negatif,menang sayang menang sehinga orang sehinga sat anak bangsa pecah benci luka sulit sembuh aremania vs bocah nekat harga orang maju calon cawapres
1476,positif,"Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara.",29,"['even', 'umur', 'hidup', 'terima', 'ambil', 'gaji', 'negara', 'cicip', 'presiden', 'nkri', 'dasar', 'u', 'capres', 'abadi', 'gaji', 'negara']",11,positif,even umur hidup terima ambil gaji negara cicip presiden nkri dasar u capres abadi gaji negara
1477,netral,"CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y",18,"['cek', 'fakta', 'prabowo', 'aset', 'wni', 'negeri', 'data', 'ditjen', 'pajak', '']",-26,negatif,cek fakta prabowo aset wni negeri data ditjen pajak 
1478,negatif,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ˜‚ðŸ˜‚ðŸ˜‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£,26,"['esport', 'tani', 'ekonomi', 'sedih', 'sedih', 'sedih', 'prabowo', 'kuliah', 'universitas', 'sih', 'pertanyan', 'tidak', 'sambung', 'klenger', 'keblinger', '']",-44,negatif,esport tani ekonomi sedih sedih sedih prabowo kuliah universitas sih pertanyan tidak sambung klenger keblinger 
1479,netral,"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦",35,"['tendang', 'pinalti', 'prabowo', 'pokok', 'fokus', 'pangangizi', 'muraharga', 'jangkau', 'tani', 'bagai', 'produk', 'ungulan', 'negara', 'bahas', 'milenialegp', 'e', 'suport', 'jika', 'sok', 'esuport', 'afiliasi', 'produk', 'ungul', 'cetakcetek', 'gadget', 'lihat', 'kpuid', 'bapenasri', '']",6,positif,tendang pinalti prabowo pokok fokus pangangizi muraharga jangkau tani bagai produk ungulan negara bahas milenialegp e suport jika sok esuport afiliasi produk ungul cetakcetek gadget lihat kpuid bapenasri 
1480,netral,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,21,"['mudah', 'pakai', 'logika', 'pikir', 'damai']",-1,negatif,mudah pakai logika pikir damai
1481,netral,"Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ˜„ðŸ˜„ðŸ˜„",31,"['tidak', 'berimpact', 'tumbuh', 'ekonomi', 'iya', 'gagal', 'nama', 'senyum', 'senyum', 'senyum']",-13,negatif,tidak berimpact tumbuh ekonomi iya gagal nama senyum senyum senyum
1482,negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!",45,"['memang', 'pikirin', 'mikir', 'presiden', 'kerja', 'sih', 'tidak', 'rakyat', 'ind', 'sih', 'diam', 'mbok', 'surabaya', 'saja', 'tidur', 'melulu', 'jokowi', 'kerja', 'keras', 'tidak', 'harga', 'lebih baik', 'tidur', 'deh', 'wowo', 'tidak', 'pilih']",-29,negatif,memang pikirin mikir presiden kerja sih tidak rakyat ind sih diam mbok surabaya saja tidur melulu jokowi kerja keras tidak harga lebih baik tidur deh wowo tidak pilih
1483,netral,"Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi",17,"['ml', 'pubg', 'dota', 'maju', 'ekonomi', 'tingkat', 'kesejahteran', 'rakyat', 'iya', 'jokowi']",2,positif,ml pubg dota maju ekonomi tingkat kesejahteran rakyat iya jokowi
1484,netral,"Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku.",33,"['nalar', 'bahas', 'ekonomi', 'makro', 'bicara', 'mikro', 'keluh', 'harga', 'ra', 'sambung', 'geblek', 'motong', 'rumput', 'mesti', 'pakai', 'cengkrong', 'pakai', 'gunting', 'kuku']",-9,negatif,nalar bahas ekonomi makro bicara mikro keluh harga ra sambung geblek motong rumput mesti pakai cengkrong pakai gunting kuku
1485,netral,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ ,12,"['prabowo', 'strategi', 'ekonomi', 'indonesia', 'salah', 'arah']",-15,negatif,prabowo strategi ekonomi indonesia salah arah
1486,negatif,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«,32,"['ekonomi', 'maju', 'bangun', 'industri', 'game', 'bangun', 'esport', 'ampun', 'deh', 'jokowi', 'buka', 'lapang', 'kerja', 'atlet', 'bulutangkis', 'bikin', 'pabrik', 'alat', 'olahraga', 'sedih']",-4,negatif,ekonomi maju bangun industri game bangun esport ampun deh jokowi buka lapang kerja atlet bulutangkis bikin pabrik alat olahraga sedih
1487,negatif,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.,29,"['pertanyan', 'memang', 'sok', 'milenial', 'sayang', 'bodoh', 'ban', 'jelasin', 'bukti', 'game', 'online', 'tidak', 'pengaruh', 'ekonomi', 'indonesia']",-16,negatif,pertanyan memang sok milenial sayang bodoh ban jelasin bukti game online tidak pengaruh ekonomi indonesia
1488,negatif,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye,14,"['gaji', 'tidak', 'ambil', 'kayak', 'kemarin', 'sumbang', 'dana', 'kampanye']",-15,negatif,gaji tidak ambil kayak kemarin sumbang dana kampanye
1489,positif,"Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke",37,"['terimakasih', 'prabowo', 'subianto', 'bang', 'sandiaga', 'uno', 'salahudin', 'unogaji', 'ambil', 'penting', 'masyarakat', 'indonesia', 'terimakasih', 'terimakasih', 'rakyat', 'indonesia', 'presiden', 'indonesia', 'adil', 'makmur', 'sabang', 'merauke']",28,positif,terimakasih prabowo subianto bang sandiaga uno salahudin unogaji ambil penting masyarakat indonesia terimakasih terimakasih rakyat indonesia presiden indonesia adil makmur sabang merauke
