,sentimen,tweet
1407,negatif,Im just gonna express my confussion. Sige. Why is jokowi kekeuh that Prabowo and Sandi gak ngerti macro micro economy when Sandi udh berkecimpung di dunia ekonomi all his life? *masih bingung banget*
1408,netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen"
1409,netral,VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦
1410,netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali"
1411,netral,"BUMN kuat sebagai benteng ekonomi , tusuk prabowo sandi"
1412,netral,"Hal yg sama digunakan senjata pendukung Paslon 02 menyerang Nawacita Presiden Jokowi. Framing beliau ingkar janji, mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif."
1413,negatif,"Aneh sekelas fadlin zon kaya Emak "" yg ga  ada gawean ..Mulut nya leeemeess.. Mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa"" di comen, wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya... ðŸ˜"
1414,netral,"Pak @prabowo @sandiuno, boleh ya pak, nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagiðŸ˜„"
1415,netral,"Yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital, e-sport seperti mobile legend hanya contoh dalam industri ekonomi digital."
1416,positif,"Kreatip nian petani kita.  Buat Bpk @Prabowo @Sandi jangan cuma turunkan harga sembako, Tapi tingkatkan pendapatan petani sbg produsen. Saya yakin Bpk punya rumusnya. Kami petani siap memdukung swasembada pangan."
1417,netral,Pernyataan capres @prabowo bhwa kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi tp kesalahan Presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 #PrabowoSalahkanSBY juga ðŸ¤”ðŸ™„ pic.twitter.com/Y3pxbOeglp
1418,negatif,"Wah bisa dimasalahin sama kampret neh, tp nggak tau juga neh wkwkwkwk  Prabowo Ingin Pertumbuhan Ekonomi 2 Digit, Fadli Zon: Itu Sulit, tapi..  https://bisnis.tempo.co/read/1195473/prabowo-ingin-pertumbuhan-ekonomi-2-digit-fadli-zon-itu-sulit-tapi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦"
1419,netral,"Setelah Prabowo terpilih menjadi Presiden, lakukan audit menyeluruh kepada @twitterID atas seluruh kewajibannya kepada Indonesia, termasuk seluruh kewajiban Perpajakannya."
1420,negatif,"Semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul,itu tandanya apa om."
1421,positif,Pertama dlm sejarah Indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara. Dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji Barokallah @prabowo dan @sandiuno semoga amanah demi masa depan negara #2019PrabowoPresidenRI https://twitter.com/IsmanTengku/status/1117200671940288513Â â€¦
1422,positif,"@sandiuno @prabowo Yth. Pak Prabowo dan pak Sandy, hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti. Semoga Allah menjadikan Bapak Berdua pemimpin umat, pemimpin bangsa yg amanah, amiin"
1423,positif,"Kalau niatan mau memajukan pengembang lokal, itu bagus, Danai riset dan pengembangan Game mereka, bisa mulai dr game2 android, itu baru bisa mengembangkan ekonomi ( seperti Digital Happynes dgn dreadout ) atau Touchten dengan game2 androidnya, dan game2 mereka bkan game2 E Sport"
1424,positif,"Allah SWT sdh begitu baik kpd prabowo sandi. Msyarakat indonesia telah memberi ruang seluas luasna Kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini. Kami akan mberikannya kpd negara, kaum yatim & kaum duafa. #TPSTusukPrabowoSandi"
1425,negatif,Jokowi nanya ekonomi digital ga penting? Wadooowwwwww
1426,negatif,Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV
1427,negatif,Berbanding terbalik sama faktanya bahwa Wowo sama Sandi menerima sumbangan dari rakyat untuk kampanye... Apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat??
1428,positif,"Mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo,karna sebagai pemilik perusahaan skrng,klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti TKA,lebih parah lagi nantinyaa,makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa"
1429,positif,"Cebong, cebong. Masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus.  Koalisi adil makmur itu negarawan semua, pola pikirnya maju ke depan, klw memang ada yg salah dari dulu, ya harus diperbaiki, bukan diteruskan."
1430,netral,"Tutup Debat, Prabowo Sindir Jokowi Soal Dana Desa, Sandiaga Janji Tak AmbilÂ Gaji  https://www.merdeka.com/politik/tutup-debat-prabowo-sindir-jokowi-soal-dana-desa-sandiaga-janji-tak-ambil-gaji.htmlÂ â€¦ pic.twitter.com/4R0ldqqfBm"
1431,negatif,Denger tuh pak jae..nanti gaji dari pak Prabowo dan Sandiaga gak akan diambil.. diserahkan kepada fakir miskin dan orang yang tidak mampu ... Gak kayak ente kekayaan nya nambah banyak....
1432,netral,"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc"
1433,netral,Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb
1434,netral,"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H"
1435,negatif,"Beneran gk akan ambil gaji? Sumpah pocong dulu sblm berjanji, gmn?...ðŸ˜œ"
1436,negatif,"ga masuk otak lu, pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1M lebih pemerintah mau memungut pajak dari situ.  kalo nonton debat itu perhatiin bos"
1437,negatif,Tema debat semalam itu tentang PEREKONOMIAN... kenapa paslon01 melenceng nanyain #Mobilelegend & #PUBG  Rakyat  butuh #hargasembakomurah #hargabbmmurah #listrikmurah. Bukan main game? Apa main game gratis? #KapalOlengJendral @prabowo @sandiuno #kuotamahal
1438,negatif,Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?
1439,negatif,"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir."
1440,netral,Erizeli Jely Bandaro Admin Â· 9 hrs  Perbedaan sikap dalam debat ( kajian dari debat capres )  Apa yang dimaksud Jokowi dengan istilah makro? Makro itu adalah kebijakan Ekonomi makro atau makroekonomi yang meliat...  https://www.facebook.com/errysober/posts/2701942486487817Â â€¦
1441,negatif,"Dalam debat @jokowi --melakukan kesalahan fatal--  seharusnya @jokowi juga bilang bahwa harga listrik Indonesia adalah salah satu yg termurah di dunia, ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit, mereka pasti simpati ke Sandi"
1442,netral,Junjungannya tahu ekonomi makro main mobile legend deh #YourTurnBro
1443,netral,"Gaji gk di ambil, tp yg di ambil uang negara dan masyarakat"
1444,negatif,#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya   @sukangetweet @bocahsosmed @saaebunglon
1445,positif,"Pulang dr lihat penampilan bp @prabowo dan @sandiuno ,aduh senang banget, ndak ambil gaji gitu.. MasyaAlloh..."
1446,netral,Empat Kritik Prabowo soal Ekonomi Terhadap Jokowi di Debat Kelima  https://pilpres.tempo.co/read/1195553/empat-kritik-prabowo-soal-ekonomi-terhadap-jokowi-di-debat-kelima?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦
1447,positif,"betul bu, jadi salahin ibu2 yg pd males ngurus anak ya... bukan karena gak mampu secara ekonomi. berarti salah persepsi nih anies dan pak prabowo."
1448,positif,Closing Yang Cetar Membahana.ðŸ˜  Mau cari kerja gampang? Mau Pemerintahan bersih? Mau Harga-harga bahan pokok terjangkau? Mau Harga listrik turun? Mau BPJS diperbaiki? AYOK ke TPS = Tusuk Prabowo Sandi ðŸ‡²ðŸ‡¨ðŸ‘†ðŸ‘‡ #TusukPrabowoSandi @prabowo @sandiuno pic.twitter.com/44GjBatwVd
1449,netral,Prabowo sandi pasangan militer dan ekonomi sesuai kebutuhan bangsa utk saat ini dan kedepannya  https://twitter.com/IndosiarID/status/1117003494597091330Â â€¦
1450,positif,"Info Nih Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY"
1451,positif,"Mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game Maksud p prbwo jg bgs ingin mngembngkn e sport, tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers, yg menikmati game kan hnya sglntir tp pangan utk smua rakyat"
1452,positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan pak @jokowi lagi ya krn bosmu udah bilang itu bukan salah @jokowi tapi #PrabowoSalahkanSBY . https://bit.ly/2UyAoiRÂ 
1453,negatif,"mau ngapain juga gaji yg cuma beberapa juta itu, tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan?"
1454,netral,Prabowo-Sandi Janji Tak Ambil Gaji Jika Terpilih  https://www.bbcaceh.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji.htmlÂ â€¦
1455,positif,"Clossing Statement Prabowo-Sandi, Subhanallah... ~ Tidak akan ambil gaji serupiah-pun ~ Gaji akan diberikan kpd kaum dhuafa yatim piatu, Subhanallah  ~ Melaksanakan Pakta Integritas hasil itjima ulama, Masya Allah   Allahu Akbar ðŸ™ðŸ½âœŠðŸ‘†ðŸ» #BeraniPilih02 pic.twitter.com/YTghYRkIao"
1456,positif,"Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ"
1457,positif,"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm"
1458,netral,"Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦"
1459,positif,"Alhamdulillah,smoga terlaksana cita2 #prabowosandi.Aamiin  ""Janji Tak Ambil Gaji Jika Menang Pilpres,Prabowo:Bukti Kita Tulus"" #PrabowoSandiMenangDebat #HoaxJkwMenangTotalDebat pic.twitter.com/H4nHVGgVtD"
1460,positif,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji. . Gak ada yg kek beginian di tetangga sebelah. Mantul Bang...  http://detik.id/64sS5rÂ "
1461,positif,"Setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. NKRI harga mati Merdeka ðŸ’ªðŸ‡®ðŸ‡©"
1462,positif,"setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya"
1463,netral,"Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan."
1464,netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?"
1465,negatif,Nggak terima gaji tapi ngeruk yg lainðŸ˜Š
1466,negatif,"Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara."
1467,positif,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan
1468,negatif,"Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?"
1469,netral,"Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik."
1470,negatif,"Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)"
1471,positif,"Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ "
1472,negatif,"Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)"
1473,negatif,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ˜ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk
1474,negatif,"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?"
1475,positif,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres
1476,positif,"Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara."
1477,netral,"CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y"
1478,negatif,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ˜‚ðŸ˜‚ðŸ˜‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£
1479,netral,"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦"
1480,netral,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu
1481,netral,"Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ˜„ðŸ˜„ðŸ˜„"
1482,negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!"
1483,netral,"Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi"
1484,netral,"Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku."
1485,netral,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ 
1486,negatif,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«
1487,negatif,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.
1488,negatif,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye
1489,positif,"Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke"
1490,positif,"Pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. Karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya"
1491,netral,"Kalau ada kasus 1 dr 3 anak di ibukota tidak sarapan, probabilitasnya: 1. Kelg nya tidak mentradisikan sarapan 2. Kelg kurang mampu dan itu menjadi tggjwb Gub DKI 3. Persoalan ekonomi bangsa 4. Lainnya ..."
1492,positif,"Lah jawab dong. Kan ada pertanyaan tuh di atas. Ada data? Coba jelaskan pake analisis ilmu ekonomi. Gitu. Maaf ya, debatnya jokowi mah selalu ada data. Bisa bedain kemakan hoax sma based on data? Jgn2 di lo, data itu hoax dan hoax itu data? Haha menarik."
1493,positif,"Bu Regina kudhu pilih jokowi nih, uda dibantuin jelasin soal makroekonomi ðŸ˜  https://twitter.com/lavivrie/status/1117097737432911874Â â€¦"
1494,netral,"Ardy merespon pernyataan yang dilontarkan capres 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya slah. Bowo mengaku tdk menyalahkan Jokowi,ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY"
1495,positif,"Doyan amat bang sandi bodohi org. Gak usah minta simpati, buktikan dengan kerja nyata saja, makanya pak Jokowi favorit.. Gak ada artinya gak ambil gaji dengan potensi kebocoran di tangan anda"
1496,negatif,gaji pres hanya cukup unt beli tusuk gigi buat prabowo
1497,negatif,"Pa @prabowo autokritik, bapaknya saja lama jadi mentri ekonomi. Dikira cuma SBY yang jadi presiden?"
1498,netral,Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya  https://bit.ly/2UyAoiRÂ  @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY
1499,positif,Diharapkan karyawan meniru seperti prabowo dan sandi untuk tdk mengambil gaji sepeserpun
1500,negatif,Sindiran prabowo kepada petahana yang tidak bisa memperbaiki ekonomi negeri ini.
1501,netral,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlh salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY"
